image_id,product_id,category,image_path
4,1,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/111085122871_3.JPG
1,1,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/111085122871_0.JPG
2,1,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/111085122871_1.JPG
3,1,Ebay_train.txt,data/raw/stanford_online_products/bicycle_final/111085122871_2.JPG
8,1,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/111085122871_7.JPG
5,1,Ebay_train.txt,data/raw/stanford_online_products/bicycle_final/111085122871_4.JPG
8,1,Ebay_train.txt,data/raw/stanford_online_products/bicycle_final/111085122871_7.JPG
3,1,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/111085122871_2.JPG
5,1,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/111085122871_4.JPG
4,1,Ebay_train.txt,data/raw/stanford_online_products/bicycle_final/111085122871_3.JPG
7,1,Ebay_train.txt,data/raw/stanford_online_products/bicycle_final/111085122871_6.JPG
62,10,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/111584821699_2.JPG
62,10,Ebay_train.txt,data/raw/stanford_online_products/bicycle_final/111584821699_2.JPG
61,10,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/111584821699_1.JPG
60,10,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/111584821699_0.JPG
593,100,Ebay_train.txt,data/raw/stanford_online_products/bicycle_final/121693474773_5.JPG
590,100,Ebay_train.txt,data/raw/stanford_online_products/bicycle_final/121693474773_2.JPG
589,100,Ebay_train.txt,data/raw/stanford_online_products/bicycle_final/121693474773_1.JPG
593,100,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/121693474773_5.JPG
592,100,Ebay_train.txt,data/raw/stanford_online_products/bicycle_final/121693474773_4.JPG
589,100,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/121693474773_1.JPG
591,100,Ebay_train.txt,data/raw/stanford_online_products/bicycle_final/121693474773_3.JPG
588,100,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/121693474773_0.JPG
7063,1000,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331546621451_4.JPG
6411,1000,Ebay_train.txt,data/raw/stanford_online_products/cabinet_final/151762984866_2.JPG
7060,1000,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331546621451_1.JPG
7059,1000,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331546621451_0.JPG
7062,1000,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331546621451_3.JPG
57397,10000,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/360886372362_10.JPG
57402,10000,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/360886372362_6.JPG
53322,10000,Ebay_train.txt,data/raw/stanford_online_products/table_final/181589444843_2.JPG
57398,10000,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/360886372362_2.JPG
57405,10000,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/360886372362_9.JPG
53324,10000,Ebay_train.txt,data/raw/stanford_online_products/table_final/181589444843_4.JPG
57396,10000,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/360886372362_1.JPG
57399,10000,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/360886372362_3.JPG
57401,10000,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/360886372362_5.JPG
53323,10000,Ebay_train.txt,data/raw/stanford_online_products/table_final/181589444843_3.JPG
57395,10000,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/360886372362_0.JPG
53326,10001,Ebay_train.txt,data/raw/stanford_online_products/table_final/181590645576_0.JPG
57412,10001,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/360950643743_6.JPG
57406,10001,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/360950643743_0.JPG
57408,10001,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/360950643743_2.JPG
57407,10001,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/360950643743_1.JPG
57410,10001,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/360950643743_4.JPG
53330,10002,Ebay_train.txt,data/raw/stanford_online_products/table_final/181591237593_2.JPG
53328,10002,Ebay_train.txt,data/raw/stanford_online_products/table_final/181591237593_0.JPG
57413,10002,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361012987897_0.JPG
53336,10003,Ebay_train.txt,data/raw/stanford_online_products/table_final/181592002814_5.JPG
53333,10003,Ebay_train.txt,data/raw/stanford_online_products/table_final/181592002814_2.JPG
53332,10003,Ebay_train.txt,data/raw/stanford_online_products/table_final/181592002814_1.JPG
57418,10003,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361129566904_3.JPG
53335,10003,Ebay_train.txt,data/raw/stanford_online_products/table_final/181592002814_4.JPG
53338,10003,Ebay_train.txt,data/raw/stanford_online_products/table_final/181592002814_7.JPG
53334,10003,Ebay_train.txt,data/raw/stanford_online_products/table_final/181592002814_3.JPG
53337,10003,Ebay_train.txt,data/raw/stanford_online_products/table_final/181592002814_6.JPG
53339,10004,Ebay_train.txt,data/raw/stanford_online_products/table_final/181592792990_0.JPG
57420,10004,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361143265028_1.JPG
53341,10004,Ebay_train.txt,data/raw/stanford_online_products/table_final/181592792990_2.JPG
57422,10004,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361143265028_3.JPG
53343,10004,Ebay_train.txt,data/raw/stanford_online_products/table_final/181592792990_4.JPG
53342,10004,Ebay_train.txt,data/raw/stanford_online_products/table_final/181592792990_3.JPG
57419,10004,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361143265028_0.JPG
57424,10005,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361236952164_1.JPG
53347,10005,Ebay_train.txt,data/raw/stanford_online_products/table_final/181593086872_2.JPG
53346,10005,Ebay_train.txt,data/raw/stanford_online_products/table_final/181593086872_1.JPG
57430,10005,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361236952164_7.JPG
